Call ID,Topic,State,Action,Reward,Resolved,Satisfaction,Wait Time (min),Next State,Dataset
374,IT issue,"('IT issue', 0, 1, 0)",1,18.967762325,True,10,0.021491783333333334,"('IT issue', 0, 1, 0)",dataset_2.csv
114,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
375,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
376,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_2.csv
377,Management,"('Management', 1, 1, 1)",2,19.0,True,8,0.0,"('Management', 1, 1, 1)",dataset_2.csv
115,Management,"('Management', 1, 1, 1)",2,18.2075724,True,7,0.5282850666666666,"('Management', 1, 1, 1)",dataset_2.csv
378,Management,"('Management', 1, 1, 1)",2,17.98405885,True,10,0.6772940999999999,"('Management', 1, 1, 1)",dataset_2.csv
379,Management,"('Management', 1, 0, 1)",2,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_2.csv
116,Management,"('Management', 1, 0, 1)",0,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_2.csv
117,IT issue,"('IT issue', 1, 1, 1)",1,-11.0,False,3,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
380,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
381,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
118,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
382,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_2.csv
119,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
120,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
121,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
383,IT issue,"('IT issue', 1, 1, 0)",1,18.886038925,True,7,0.07597405,"('IT issue', 1, 1, 0)",dataset_2.csv
122,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,1,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
123,IT issue,"('IT issue', 0, 1, 1)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
384,Management,"('Management', 1, 0, 1)",0,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_2.csv
385,Management,"('Management', 1, 0, 1)",0,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_2.csv
124,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
125,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
126,Management,"('Management', 1, 0, 1)",2,-11.0,False,1,0.0,"('Management', 1, 0, 1)",dataset_2.csv
127,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_2.csv
128,Management,"('Management', 1, 0, 0)",0,-11.0,False,1,0.0,"('Management', 1, 0, 0)",dataset_2.csv
129,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
386,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_2.csv
387,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,2,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
388,Management,"('Management', 1, 0, 1)",0,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_2.csv
389,Management,"('Management', 1, 0, 1)",0,16.312207,True,9,1.7918619999999998,"('Management', 1, 0, 1)",dataset_2.csv
130,Management,"('Management', 1, 1, 1)",1,-11.0,False,1,0.0,"('Management', 1, 1, 1)",dataset_2.csv
390,Management,"('Management', 1, 1, 1)",1,16.23281545,True,8,1.8447897,"('Management', 1, 1, 1)",dataset_2.csv
391,IT issue,"('IT issue', 1, 1, 1)",0,16.063925375,True,10,1.9573830833333332,"('IT issue', 1, 1, 1)",dataset_2.csv
131,Management,"('Management', 1, 1, 1)",0,19.0,True,9,0.0,"('Management', 1, 1, 1)",dataset_2.csv
132,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_2.csv
392,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
133,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
393,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_2.csv
394,Management,"('Management', 1, 1, 0)",0,19.0,True,9,0.0,"('Management', 1, 1, 0)",dataset_2.csv
395,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,10,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
134,IT issue,"('IT issue', 0, 1, 1)",1,16.973490625,True,7,1.35100625,"('IT issue', 0, 1, 1)",dataset_2.csv
135,IT issue,"('IT issue', 0, 1, 0)",1,-11.0,False,1,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
136,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
137,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_2.csv
138,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
396,Management,"('Management', 1, 0, 0)",0,17.790430825,True,8,0.80637945,"('Management', 1, 0, 0)",dataset_2.csv
139,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
140,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,1,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
141,Management,"('Management', 1, 1, 0)",0,19.0,True,10,0.0,"('Management', 1, 1, 0)",dataset_2.csv
142,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_2.csv
397,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
143,IT issue,"('IT issue', 1, 1, 1)",1,16.55325795,True,10,1.6311613666666667,"('IT issue', 1, 1, 1)",dataset_2.csv
398,Management,"('Management', 1, 0, 1)",0,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_2.csv
399,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
400,Management,"('Management', 1, 1, 0)",0,19.0,True,7,0.0,"('Management', 1, 1, 0)",dataset_2.csv
401,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
402,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
144,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
403,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
404,Management,"('Management', 1, 0, 1)",2,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_2.csv
405,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
145,IT issue,"('IT issue', 1, 1, 0)",1,17.907396775,True,8,0.7284021500000001,"('IT issue', 1, 1, 0)",dataset_2.csv
146,Management,"('Management', 1, 0, 0)",0,18.70794255,True,10,0.19470496666666665,"('Management', 1, 0, 0)",dataset_2.csv
406,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
407,Management,"('Management', 1, 0, 0)",0,-11.0,False,2,0.0,"('Management', 1, 0, 0)",dataset_2.csv
147,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_2.csv
408,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
409,Management,"('Management', 1, 1, 0)",0,18.236367225,True,9,0.5090885166666667,"('Management', 1, 1, 0)",dataset_2.csv
410,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
411,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
148,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,7,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
149,IT issue,"('IT issue', 0, 1, 1)",2,18.6184899,True,10,0.25434006666666664,"('IT issue', 0, 1, 1)",dataset_2.csv
412,Management,"('Management', 1, 1, 0)",0,19.0,True,10,0.0,"('Management', 1, 1, 0)",dataset_2.csv
150,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
413,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_2.csv
151,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
414,Management,"('Management', 1, 0, 0)",0,-11.0,False,1,0.0,"('Management', 1, 0, 0)",dataset_2.csv
152,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
415,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 0, 1, 1)",dataset_2.csv
416,Management,"('Management', 1, 1, 1)",0,19.0,True,8,0.0,"('Management', 1, 1, 1)",dataset_2.csv
153,Management,"('Management', 1, 1, 0)",0,19.0,True,9,0.0,"('Management', 1, 1, 0)",dataset_2.csv
417,Management,"('Management', 1, 1, 0)",0,19.0,True,7,0.0,"('Management', 1, 1, 0)",dataset_2.csv
418,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
154,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_2.csv
419,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
420,Management,"('Management', 1, 0, 0)",0,18.730763975,True,9,0.17949068333333335,"('Management', 1, 0, 0)",dataset_2.csv
155,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
421,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
156,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
422,Management,"('Management', 1, 0, 0)",0,-11.0,False,2,0.0,"('Management', 1, 0, 0)",dataset_2.csv
157,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
423,IT issue,"('IT issue', 0, 1, 0)",1,18.139060925,True,7,0.5739593833333333,"('IT issue', 0, 1, 0)",dataset_2.csv
424,Management,"('Management', 1, 0, 0)",0,-11.0,False,2,0.0,"('Management', 1, 0, 0)",dataset_2.csv
158,Management,"('Management', 1, 0, 1)",2,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_2.csv
425,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
159,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_2.csv
426,IT issue,"('IT issue', 1, 1, 0)",1,-11.0,False,2,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
427,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
428,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
160,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
161,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
162,IT issue,"('IT issue', 0, 1, 0)",1,17.973720525,True,7,0.6841863166666666,"('IT issue', 0, 1, 0)",dataset_2.csv
429,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
163,Management,"('Management', 1, 1, 0)",0,19.0,True,7,0.0,"('Management', 1, 1, 0)",dataset_2.csv
430,IT issue,"('IT issue', 1, 1, 1)",2,-11.0,False,3,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
431,IT issue,"('IT issue', 1, 1, 0)",1,-12.28090375,False,2,0.8539358333333333,"('IT issue', 1, 1, 0)",dataset_2.csv
432,Management,"('Management', 1, 1, 1)",2,-11.0,False,1,0.0,"('Management', 1, 1, 1)",dataset_2.csv
164,Management,"('Management', 1, 1, 1)",1,-13.150193125,False,1,1.4334620833333331,"('Management', 1, 1, 1)",dataset_2.csv
433,Management,"('Management', 1, 0, 1)",0,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_2.csv
434,Management,"('Management', 1, 0, 1)",0,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_2.csv
165,Management,"('Management', 1, 0, 1)",0,17.717124325,True,7,0.85525045,"('Management', 1, 0, 1)",dataset_2.csv
166,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 1, 1, 0)",dataset_2.csv
167,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
435,Management,"('Management', 1, 1, 1)",2,19.0,True,7,0.0,"('Management', 1, 1, 1)",dataset_2.csv
436,IT issue,"('IT issue', 1, 1, 1)",0,18.0720387,True,10,0.6186408666666666,"('IT issue', 1, 1, 1)",dataset_2.csv
437,IT issue,"('IT issue', 1, 1, 1)",0,-11.0,False,3,0.0,"('IT issue', 1, 1, 1)",dataset_2.csv
168,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_2.csv
438,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_2.csv
439,Management,"('Management', 1, 1, 1)",3,-10.0,False,0,,"('Management', 1, 1, 1)",dataset_2.csv
440,IT issue,"('IT issue', 1, 1, 1)",1,16.03623845,True,10,1.9758410333333332,"('IT issue', 1, 1, 1)",dataset_2.csv
441,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_2.csv
442,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_2.csv
169,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_2.csv
170,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_2.csv
171,IT issue,"('IT issue', 0, 1, 0)",1,17.62772315,True,8,0.9148512333333334,"('IT issue', 0, 1, 0)",dataset_2.csv
443,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_2.csv
456,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
457,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_3.csv
458,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_3.csv
179,Management,"('Management', 1, 0, 1)",0,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_3.csv
459,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
460,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_3.csv
461,Management,"('Management', 1, 0, 0)",0,-11.187935975,False,3,0.12529065,"('Management', 1, 0, 0)",dataset_3.csv
180,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
181,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
182,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
183,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,2,0.0,"('IT issue', 0, 1, 1)",dataset_3.csv
184,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 0, 1, 1)",dataset_3.csv
462,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
463,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,1,0.0,"('IT issue', 0, 1, 1)",dataset_3.csv
464,Management,"('Management', 1, 0, 1)",0,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_3.csv
465,Management,"('Management', 1, 0, 1)",0,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_3.csv
466,Management,"('Management', 1, 1, 1)",1,19.0,True,10,0.0,"('Management', 1, 1, 1)",dataset_3.csv
185,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_3.csv
186,IT issue,"('IT issue', 1, 1, 1)",0,-12.43471975,False,2,0.9564798333333333,"('IT issue', 1, 1, 1)",dataset_3.csv
187,IT issue,"('IT issue', 0, 1, 1)",1,17.763627725,True,7,0.8242481833333334,"('IT issue', 0, 1, 1)",dataset_3.csv
467,IT issue,"('IT issue', 0, 1, 1)",1,16.597705625,True,8,1.6015295833333334,"('IT issue', 0, 1, 1)",dataset_3.csv
468,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_3.csv
469,Management,"('Management', 1, 0, 1)",2,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_3.csv
188,Management,"('Management', 1, 0, 1)",0,17.5960622,True,7,0.9359585333333332,"('Management', 1, 0, 1)",dataset_3.csv
470,Management,"('Management', 1, 0, 0)",0,18.74541705,True,7,0.16972196666666667,"('Management', 1, 0, 0)",dataset_3.csv
471,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_3.csv
472,IT issue,"('IT issue', 1, 1, 1)",1,-11.0,False,1,0.0,"('IT issue', 1, 1, 1)",dataset_3.csv
473,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,7,0.0,"('IT issue', 0, 1, 1)",dataset_3.csv
189,IT issue,"('IT issue', 1, 1, 1)",0,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_3.csv
474,IT issue,"('IT issue', 0, 1, 1)",1,17.841891875,True,9,0.7720720833333333,"('IT issue', 0, 1, 1)",dataset_3.csv
190,Management,"('Management', 1, 0, 1)",0,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_3.csv
191,IT issue,"('IT issue', 0, 1, 0)",1,-11.0,False,2,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
192,Management,"('Management', 1, 1, 0)",0,-11.0,False,2,0.0,"('Management', 1, 1, 0)",dataset_3.csv
193,IT issue,"('IT issue', 0, 1, 0)",1,-11.0,False,2,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
194,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_3.csv
195,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_3.csv
196,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 1, 1, 0)",dataset_3.csv
197,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
198,Management,"('Management', 1, 1, 0)",0,19.0,True,10,0.0,"('Management', 1, 1, 0)",dataset_3.csv
199,Management,"('Management', 1, 1, 1)",2,19.0,True,10,0.0,"('Management', 1, 1, 1)",dataset_3.csv
200,Management,"('Management', 1, 1, 1)",2,-11.496091025,False,1,0.33072735000000003,"('Management', 1, 1, 1)",dataset_3.csv
201,Management,"('Management', 1, 1, 1)",0,16.896777,True,8,1.4021486666666665,"('Management', 1, 1, 1)",dataset_3.csv
475,IT issue,"('IT issue', 1, 1, 1)",1,17.69144155,True,8,0.8723723,"('IT issue', 1, 1, 1)",dataset_3.csv
476,Management,"('Management', 1, 1, 1)",1,17.56991415,True,10,0.9533905666666667,"('Management', 1, 1, 1)",dataset_3.csv
477,Management,"('Management', 1, 1, 1)",3,-10.0,False,0,,"('Management', 1, 1, 1)",dataset_3.csv
202,Management,"('Management', 1, 0, 1)",0,18.754457075,True,9,0.16369528333333333,"('Management', 1, 0, 1)",dataset_3.csv
203,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_3.csv
478,Management,"('Management', 1, 0, 0)",0,18.630640475,True,7,0.24623968333333332,"('Management', 1, 0, 0)",dataset_3.csv
204,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 0)",dataset_3.csv
205,Management,"('Management', 1, 1, 0)",0,19.0,True,7,0.0,"('Management', 1, 1, 0)",dataset_3.csv
479,Management,"('Management', 1, 0, 1)",2,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_3.csv
480,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_3.csv
206,Management,"('Management', 1, 0, 1)",2,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_3.csv
481,Management,"('Management', 1, 1, 1)",1,19.0,True,9,0.0,"('Management', 1, 1, 1)",dataset_3.csv
207,IT issue,"('IT issue', 1, 1, 1)",0,-13.5095141,False,1,1.6730094000000002,"('IT issue', 1, 1, 1)",dataset_3.csv
208,IT issue,"('IT issue', 1, 1, 1)",0,18.525106775,True,7,0.31659548333333337,"('IT issue', 1, 1, 1)",dataset_3.csv
482,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
483,Management,"('Management', 1, 1, 0)",0,19.0,True,10,0.0,"('Management', 1, 1, 0)",dataset_3.csv
209,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,3,0.0,"('IT issue', 0, 1, 1)",dataset_3.csv
484,IT issue,"('IT issue', 1, 1, 1)",0,-11.0,False,1,0.0,"('IT issue', 1, 1, 1)",dataset_3.csv
210,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_3.csv
211,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_3.csv
485,IT issue,"('IT issue', 1, 1, 1)",2,16.113318275,True,9,1.9244544833333335,"('IT issue', 1, 1, 1)",dataset_3.csv
486,IT issue,"('IT issue', 1, 1, 1)",0,17.35711955,True,7,1.0952536333333331,"('IT issue', 1, 1, 1)",dataset_3.csv
487,IT issue,"('IT issue', 1, 1, 1)",1,16.08029855,True,10,1.9464676333333335,"('IT issue', 1, 1, 1)",dataset_3.csv
488,IT issue,"('IT issue', 1, 1, 1)",0,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_3.csv
212,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
213,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_3.csv
489,Management,"('Management', 1, 0, 1)",2,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_3.csv
214,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_3.csv
215,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 0)",dataset_3.csv
216,IT issue,"('IT issue', 0, 1, 0)",1,17.557697025,True,10,0.9615353166666666,"('IT issue', 0, 1, 0)",dataset_3.csv
217,Management,"('Management', 1, 1, 0)",0,19.0,True,10,0.0,"('Management', 1, 1, 0)",dataset_3.csv
218,Management,"('Management', 1, 1, 0)",0,17.580424575,True,7,0.9463836166666667,"('Management', 1, 1, 0)",dataset_3.csv
219,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
490,IT issue,"('IT issue', 0, 1, 0)",1,-11.0,False,3,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
220,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_3.csv
491,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_3.csv
221,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_3.csv
222,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_3.csv
492,IT issue,"('IT issue', 1, 1, 1)",1,-11.0,False,3,0.0,"('IT issue', 1, 1, 1)",dataset_3.csv
493,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_3.csv
494,IT issue,"('IT issue', 1, 1, 0)",1,18.9300308,True,10,0.04664613333333333,"('IT issue', 1, 1, 0)",dataset_3.csv
495,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 0, 1, 1)",dataset_3.csv
223,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_3.csv
224,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_3.csv
225,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_3.csv
226,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_3.csv
227,Management,"('Management', 1, 0, 1)",0,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_3.csv
496,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_3.csv
497,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
228,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_3.csv
498,Management,"('Management', 1, 0, 1)",2,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_3.csv
499,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,7,0.0,"('IT issue', 1, 1, 1)",dataset_3.csv
229,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_3.csv
